element_id,name,category,query_label,tfidf_x,tfidf_y,hash_x,hash_y,tfidf_kmeans_cluster,hashing_kmeans_cluster
node/11382861063,Rose Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.403930813384076,0.4679517421210462,0,0
node/11544241894,West Wickham Allotments,park relaxed,gardens,0.4594376358651478,-0.33557462828754303,0.3561948487236016,0.31455174839882893,0,0
node/12156767568,Onion Garden,park relaxed,gardens,0.45653792705134877,-0.3429900934215387,0.387745257223887,0.40481445520083115,0,0
node/12686983560,Cultivate London @Berrymede Community Gardens,park relaxed,gardens,0.46466822533575425,0.10944972561385959,0.6047926160158968,-0.07716086593207488,0,1
node/12687082730,Cultivate London @The Salopian Garden,park relaxed,gardens,0.5409718742296183,0.1341053547788667,0.5991563507945376,-0.10552040359901864,0,1
node/12687089050,Cultivate London @DIG Hanwell,park relaxed,gardens,0.49220186669071303,0.20284337354672094,0.5724275352702043,-0.12457531438215808,1,1
node/13275558232,Rose Garden,park relaxed,gardens,0.4804725363995851,-0.33976880682423277,0.43620689113368605,0.41075107780661074,0,0
way/3178749,Norfolk Square Garden,park relaxed,gardens,0.44388151782779445,-0.22735653162362895,0.4531078317542377,0.16708111896649144,0,0
way/3991492,Privy Garden,park relaxed,gardens,0.47789739250417196,-0.3556717449001179,0.4304895217651566,0.3124427575482647,0,0
way/4005250,Isabella Plantation,park relaxed,gardens,0.6016770076089077,-0.2549854128245308,0.5081642398757447,0.15259931020361603,0,1
way/4081035,Park Crescent Gardens,park relaxed,gardens,0.6170430427025871,-0.35095828153916403,0.567075804016277,0.35265004720625975,0,0
way/4081036,Park Square Gardens,park relaxed,gardens,0.5924175094755884,-0.31661592649908765,0.5650124809414989,0.3895615812470354,0,0
way/4253431,Bedford Square,park relaxed,gardens,0.41655339467414815,-0.26765934401679536,0.3800873102056299,0.23254190860467983,0,0
way/4253511,Friends House Garden,park relaxed,gardens,0.4589156348338416,-0.31819034995865664,0.38642479839081495,0.23915861890589135,0,0
way/4256650,Vauxhall Gardens Allotments,park relaxed,gardens,0.47167714519176646,-0.3432252392364446,0.4015391705769188,0.3255008992521572,0,0
way/4256999,Victoria Square,park relaxed,gardens,0.43078249549195136,-0.30336207996676323,0.40911775940401285,0.37203032912374573,0,0
way/4260010,Lambeth Palace Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.3916231927763442,0.3680949949106904,0,0
way/4270739,Thomas More Garden,park relaxed,gardens,0.4722976895618064,-0.35564994064601585,0.4195741948058048,0.3975981142838413,0,0
way/4270744,Barbican Wildlife Garden,park relaxed,gardens,0.573344530880575,0.006421562962503543,0.6371615577534167,0.12808359245231388,0,0
way/4315778,The Walks,park relaxed,gardens,0.4462902856744008,-0.18238772271151188,0.4590091375876281,0.19427479272441467,0,0
way/4363425,Cadogan Place North Garden,park relaxed,gardens,0.4594183995745581,-0.34629484490836754,0.3759771275023049,0.3608785215078842,0,0
way/4363426,Cadogan Place South Garden,park relaxed,gardens,0.437391042282639,-0.3144981486187497,0.37739991031274434,0.2692275867723055,0,0
way/4363427,Cadogan Square Garden,park relaxed,gardens,0.4600527246866036,-0.31515609830806496,0.39408666856889346,0.3427356480559615,0,0
way/4363428,Lennox Gardens,park relaxed,gardens,0.46999825334357964,-0.3439948376958264,0.4187795223842799,0.3821492456064558,0,0
way/4384305,Swaby Gardens,park relaxed,gardens,0.4575310799424335,-0.30431820539089477,0.40619771974179397,0.33754938310577476,0,0
way/4780410,Cleveland Square,park relaxed,gardens,0.4585744842835016,-0.24021765111763435,0.48286236566708385,0.28426118933031,0,0
way/4959893,Prince's Gardens,park relaxed,gardens,0.46343661367148997,-0.251772707442753,0.47818101870312074,0.1648175412737465,0,0
way/4964138,Sunken Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.39171706424032515,0.42263573294716883,0,0
way/4969746,Inner Temple Garden,park relaxed,gardens,0.4884304173457172,-0.3347880428414714,0.3778882232154473,0.29144702522117966,0,0
way/4981842,Ladbroke Square Garden,park relaxed,gardens,0.4449829051784627,-0.3039716046542579,0.4065175972995721,0.2614713665332072,0,0
way/4996129,Philbeach Gardens,park relaxed,gardens,0.48463047279039856,-0.2819471160480523,0.41785316741661477,0.23076498008805357,0,0
way/4996140,Nevern Square Garden,park relaxed,gardens,0.470022457245612,-0.2903363197412285,0.4157320404133624,0.34522796007172496,0,0
way/5038724,Lowndes Square Gardens,park relaxed,gardens,0.45821866958977964,-0.3027450296866466,0.4178850818660756,0.27977166952239435,0,0
way/5038725,Hans Place Garden,park relaxed,gardens,0.48063988337988217,-0.32433183529367915,0.4473400209669322,0.3280852525682632,0,0
way/5112993,William Grigg's Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.37982817803331803,0.3911775018482035,0,0
way/5319726,Tedworth Square,park relaxed,gardens,0.4399740805279746,-0.2893624921034424,0.3916021452415843,0.309442137862653,0,0
way/5464883,The Oval,park relaxed,gardens,0.4966983295386023,-0.3717007685167306,0.39405205617966094,0.47161717084783994,0,0
way/5464884,Japanese Garden,park relaxed,gardens,0.4813776796642028,-0.36803586258246956,0.3547567280495647,0.44948467851676294,0,0
way/5464885,Sexby Garden,park relaxed,gardens,0.48226734445076724,-0.3658787670994705,0.46189519674416524,0.2838757410905363,0,0
